Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Delay,Discount Binned,Discounted Revenue,Profit Margin,Order Month,Order Quarter,Order DayOfWeek,Order Year,Is Holiday Week
Standard Class,Consumer,Los Angeles,California,90004,West,Office Supplies,Paper,37.52,4,0.0,18.0096,7,No Discount,37.52,0.48,August,3,Monday,2016,No
Standard Class,Corporate,Los Angeles,California,90036,West,Furniture,Chairs,232.88,5,0.2,17.466,7,11-20%,186.304,0.075,May,2,Friday,2014,No
Standard Class,Consumer,Norfolk,Nebraska,68701,Central,Office Supplies,Binders,17.43,3,0.0,8.0178,7,No Discount,17.43,0.46,April,2,Monday,2015,No
Standard Class,Consumer,Kent,Washington,98031,West,Office Supplies,Labels,786.48,8,0.0,385.3752,7,No Discount,786.48,0.49,July,3,Saturday,2017,No
Standard Class,Home Office,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,10.368,2,0.2,3.6288,5,11-20%,8.2944,0.35,October,4,Monday,2014,No
Second Class,Consumer,Chicago,Illinois,60653,Central,Office Supplies,Storage,60.416,2,0.2,6.0416,4,11-20%,48.3328,0.1,March,1,Thursday,2015,No
First Class,Consumer,Perth Amboy,New Jersey,8861,East,Furniture,Bookcases,120.98,1,0.0,12.098,3,No Discount,120.98,0.1,October,4,Monday,2016,No
Standard Class,Consumer,Los Angeles,California,90004,West,Technology,Phones,165.6,3,0.2,10.35,7,11-20%,132.48,0.0625,August,3,Monday,2016,No
Standard Class,Home Office,Charlotte,North Carolina,28205,South,Office Supplies,Binders,35.784,7,0.7,-28.6272,5,41-100%,10.7352,-0.8,January,1,Saturday,2017,No
Standard Class,Consumer,Dallas,Texas,75217,Central,Furniture,Furnishings,108.4,5,0.6,-105.69,5,41-100%,43.36,-0.975,September,3,Sunday,2017,No
Second Class,Corporate,Chicago,Illinois,60653,Central,Office Supplies,Paper,173.488,7,0.2,54.215,5,11-20%,138.7904,0.3125,May,2,Sunday,2015,No
Standard Class,Consumer,New York City,New York,10009,East,Office Supplies,Binders,14.624,2,0.2,5.1184,6,11-20%,11.6992,0.35,December,4,Sunday,2017,No
Standard Class,Home Office,Richmond,Indiana,47374,Central,Furniture,Chairs,828.6,3,0.0,240.294,5,No Discount,828.6,0.29,November,4,Sunday,2017,No
Standard Class,Corporate,Kenosha,Wisconsin,53142,Central,Technology,Phones,699.98,2,0.0,195.9944,4,No Discount,699.98,0.28,February,1,Sunday,2015,No
Standard Class,Consumer,San Diego,California,92037,West,Office Supplies,Paper,7.61,1,0.0,3.5767,6,No Discount,7.61,0.47,September,3,Sunday,2016,No
Second Class,Consumer,Sandy Springs,Georgia,30328,South,Furniture,Bookcases,1266.86,7,0.0,291.3778,2,No Discount,1266.86,0.23,June,2,Thursday,2016,No
Standard Class,Consumer,Columbia,South Carolina,29203,South,Office Supplies,Storage,63.96,2,0.0,6.396,5,No Discount,63.96,0.1,September,3,Monday,2015,No
Standard Class,Consumer,Philadelphia,Pennsylvania,19143,East,Technology,Phones,329.988,2,0.4,-76.9972,7,31-40%,197.9928,-0.233333333,October,4,Saturday,2017,No
First Class,Home Office,New York City,New York,10035,East,Furniture,Bookcases,626.352,3,0.2,46.9764,2,11-20%,501.0816,0.075,October,4,Monday,2015,No
Standard Class,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,31.086,3,0.7,-22.7964,4,41-100%,9.3258,-0.733333333,June,2,Saturday,2014,No
Standard Class,Home Office,Lancaster,Ohio,43130,East,Technology,Accessories,3.152,2,0.2,0.4728,4,11-20%,2.5216,0.15,September,3,Friday,2014,No
Standard Class,Corporate,Decatur,Alabama,35601,South,Office Supplies,Paper,23.92,4,0.0,11.7208,7,No Discount,23.92,0.49,December,4,Saturday,2014,No
First Class,Consumer,Houston,Texas,77041,Central,Furniture,Furnishings,75.384,9,0.6,-20.7306,3,41-100%,30.1536,-0.275,June,2,Thursday,2015,No
Standard Class,Consumer,Fairfield,Connecticut,6824,East,Office Supplies,Supplies,11.64,3,0.0,3.3756,5,No Discount,11.64,0.29,November,4,Monday,2014,No
Same Day,Consumer,Columbia,Maryland,21044,East,Office Supplies,Appliances,901.95,3,0.0,297.6435,0,No Discount,901.95,0.33,March,1,Thursday,2016,No
Standard Class,Corporate,Newark,Delaware,19711,East,Technology,Accessories,141.9,5,0.0,58.179,4,No Discount,141.9,0.41,July,3,Saturday,2017,No
Second Class,Corporate,Los Angeles,California,90045,West,Technology,Accessories,109.53,3,0.0,47.0979,3,No Discount,109.53,0.43,February,1,Saturday,2017,No
Standard Class,Corporate,Long Beach,New York,11561,East,Office Supplies,Paper,19.44,3,0.0,9.3312,5,No Discount,19.44,0.48,March,1,Sunday,2015,No
Standard Class,Consumer,Royal Oak,Michigan,48073,Central,Office Supplies,Paper,12.96,2,0.0,6.2208,4,No Discount,12.96,0.48,June,2,Tuesday,2015,No
First Class,Consumer,Peoria,Illinois,61604,Central,Office Supplies,Binders,3.98,5,0.8,-6.567,1,41-100%,0.796,-1.65,August,3,Thursday,2016,No
First Class,Consumer,New York City,New York,10035,East,Technology,Phones,1259.97,3,0.0,327.5922,2,No Discount,1259.97,0.26,November,4,Monday,2017,No
Standard Class,Home Office,Roseville,Minnesota,55113,Central,Office Supplies,Storage,795.51,3,0.0,143.1918,4,No Discount,795.51,0.18,November,4,Tuesday,2015,No
First Class,Consumer,San Diego,California,92105,West,Office Supplies,Paper,19.92,4,0.0,9.7608,2,No Discount,19.92,0.49,July,3,Sunday,2014,No
Standard Class,Home Office,Fairfield,Connecticut,6824,East,Office Supplies,Paper,19.44,3,0.0,9.3312,5,No Discount,19.44,0.48,December,4,Friday,2017,No
Same Day,Corporate,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,1119.888,14,0.2,209.979,0,11-20%,895.9104,0.1875,August,3,Sunday,2017,No
Standard Class,Corporate,Arlington,Texas,76017,Central,Technology,Accessories,24.672,3,0.2,0.0,5,11-20%,19.7376,0.0,November,4,Tuesday,2014,No
Second Class,Home Office,Houston,Texas,77036,Central,Furniture,Chairs,318.43,5,0.3,-77.333,5,21-30%,222.901,-0.242857143,September,3,Sunday,2017,No
Second Class,Consumer,Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5,0.6,-356.728,5,41-100%,167.872,-0.85,June,2,Saturday,2016,No
Standard Class,Consumer,Atlanta,Georgia,30318,South,Office Supplies,Paper,193.8,5,0.0,94.962,5,No Discount,193.8,0.49,August,3,Sunday,2015,No
Second Class,Consumer,Columbia,Missouri,65203,Central,Office Supplies,Binders,9.64,2,0.0,4.4344,4,No Discount,9.64,0.46,February,1,Tuesday,2014,No
Second Class,Consumer,Rochester,New York,14609,East,Office Supplies,Storage,22.58,2,0.0,5.8708,5,No Discount,22.58,0.26,October,4,Tuesday,2017,No
Standard Class,Consumer,Marion,Ohio,43302,East,Office Supplies,Art,2.624,1,0.2,0.2952,7,11-20%,2.0992,0.1125,December,4,Sunday,2014,No
Second Class,Consumer,Pomona,California,91767,West,Office Supplies,Labels,18.75,5,0.0,9.0,4,No Discount,18.75,0.48,March,1,Wednesday,2014,No
Standard Class,Consumer,Parker,Colorado,80134,West,Furniture,Bookcases,102.018,7,0.7,-183.6324,4,41-100%,30.6054,-1.8,December,4,Tuesday,2017,No
Standard Class,Consumer,Seattle,Washington,98105,West,Office Supplies,Binders,167.76,5,0.2,62.91,5,11-20%,134.208,0.375,May,2,Friday,2015,No
Standard Class,Consumer,Houston,Texas,77070,Central,Office Supplies,Paper,10.272,3,0.2,3.21,5,11-20%,8.2176,0.3125,September,3,Monday,2017,No
Standard Class,Home Office,Providence,Rhode Island,2908,East,Office Supplies,Binders,30.4,1,0.0,13.984,4,No Discount,30.4,0.46,October,4,Tuesday,2016,No
Standard Class,Consumer,Chicago,Illinois,60610,Central,Office Supplies,Binders,4.6,2,0.8,-8.05,4,41-100%,0.92,-1.75,December,4,Saturday,2014,No
First Class,Consumer,Fairfield,Connecticut,6824,East,Office Supplies,Binders,62.94,3,0.0,30.2112,3,No Discount,62.94,0.48,August,3,Friday,2014,No
First Class,Consumer,Bakersfield,California,93309,West,Office Supplies,Appliances,97.84,2,0.0,25.4384,3,No Discount,97.84,0.26,September,3,Friday,2017,No
Second Class,Home Office,Chicago,Illinois,60653,Central,Technology,Phones,812.736,8,0.2,60.9552,4,11-20%,650.1888,0.075,March,1,Tuesday,2016,No
Same Day,Consumer,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,10.368,2,0.2,3.6288,0,11-20%,8.2944,0.35,July,3,Sunday,2015,No
Second Class,Home Office,New York City,New York,10024,East,Office Supplies,Paper,30.44,4,0.0,14.3068,4,No Discount,30.44,0.47,June,2,Thursday,2015,No
Standard Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Envelopes,21.34,2,0.0,9.8164,7,No Discount,21.34,0.46,April,2,Saturday,2015,No
Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Fasteners,5.68,2,0.2,1.917,5,11-20%,4.544,0.3375,August,3,Friday,2014,No
Standard Class,Home Office,Los Angeles,California,90045,West,Office Supplies,Storage,20.34,1,0.0,0.2034,5,No Discount,20.34,0.01,December,4,Wednesday,2014,Yes
Second Class,Corporate,Chicago,Illinois,60653,Central,Furniture,Chairs,106.869,3,0.3,-29.0073,5,21-30%,74.8083,-0.271428571,May,2,Sunday,2017,No
Second Class,Consumer,Los Angeles,California,90045,West,Furniture,Chairs,287.968,4,0.2,-3.5996,2,11-20%,230.3744,-0.0125,July,3,Thursday,2016,No
Standard Class,Home Office,Newark,Ohio,43055,East,Furniture,Furnishings,93.888,4,0.2,12.9096,6,11-20%,75.1104,0.1375,October,4,Wednesday,2014,No
Second Class,Corporate,New York City,New York,10035,East,Technology,Phones,569.99,1,0.0,170.997,4,No Discount,569.99,0.3,November,4,Monday,2017,No
Standard Class,Corporate,Middletown,Connecticut,6457,East,Furniture,Furnishings,181.95,3,0.0,38.2095,4,No Discount,181.95,0.21,December,4,Saturday,2017,No
First Class,Corporate,San Francisco,California,94110,West,Office Supplies,Appliances,43.26,3,0.0,14.2758,3,No Discount,43.26,0.33,September,3,Monday,2015,No
Second Class,Corporate,Dallas,Texas,75217,Central,Technology,Accessories,58.416,2,0.2,16.7946,2,11-20%,46.7328,0.2875,November,4,Tuesday,2016,No
First Class,Corporate,Monroe,Louisiana,71203,South,Office Supplies,Binders,87.28,8,0.0,41.0216,3,No Discount,87.28,0.47,September,3,Saturday,2016,No
Second Class,Consumer,Jacksonville,North Carolina,28540,South,Office Supplies,Art,4.368,3,0.2,0.3822,3,11-20%,3.4944,0.0875,July,3,Saturday,2017,No
Standard Class,Home Office,Virginia Beach,Virginia,23464,South,Office Supplies,Binders,9.64,2,0.0,4.7236,4,No Discount,9.64,0.49,September,3,Wednesday,2014,No
Standard Class,Corporate,Sacramento,California,95823,West,Office Supplies,Binders,5083.96,5,0.2,1906.485,7,11-20%,4067.168,0.375,October,4,Friday,2017,No
Second Class,Consumer,Columbus,Ohio,43229,East,Office Supplies,Envelopes,4.72,2,0.2,1.652,2,11-20%,3.776,0.35,August,3,Monday,2014,No
First Class,Consumer,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,617.976,3,0.2,-7.7247,3,11-20%,494.3808,-0.0125,September,3,Tuesday,2015,No
Standard Class,Consumer,San Diego,California,92024,West,Furniture,Chairs,572.16,3,0.2,35.76,6,11-20%,457.728,0.0625,December,4,Sunday,2014,No
Second Class,Consumer,New York City,New York,10024,East,Office Supplies,Paper,12.96,2,0.0,6.2208,5,No Discount,12.96,0.48,November,4,Sunday,2017,No
Standard Class,Consumer,Costa Mesa,California,92627,West,Furniture,Chairs,241.568,2,0.2,18.1176,6,11-20%,193.2544,0.075,July,3,Monday,2016,No
Second Class,Home Office,Dover,New Hampshire,3820,East,Furniture,Tables,1053.164,4,0.3,-105.3164,5,21-30%,737.2148,-0.1,December,4,Saturday,2015,No
Standard Class,Home Office,Los Angeles,California,90045,West,Office Supplies,Paper,146.82,3,0.0,73.41,5,No Discount,146.82,0.5,February,1,Saturday,2016,No
Second Class,Corporate,Thousand Oaks,California,91360,West,Office Supplies,Art,14.7,7,0.0,4.116,3,No Discount,14.7,0.28,June,2,Saturday,2017,No
Standard Class,Home Office,Hendersonville,Tennessee,37075,South,Office Supplies,Binders,11.88,5,0.7,-7.92,5,41-100%,3.564,-0.666666667,August,3,Tuesday,2016,No
Standard Class,Home Office,Springfield,Missouri,65807,Central,Technology,Accessories,21.2,2,0.0,9.116,6,No Discount,21.2,0.43,August,3,Saturday,2014,No
Second Class,Home Office,Henderson,Kentucky,42420,South,Technology,Phones,671.93,7,0.0,188.1404,2,No Discount,671.93,0.28,March,1,Friday,2017,No
Standard Class,Corporate,Seattle,Washington,98115,West,Office Supplies,Paper,30.18,3,0.0,13.8828,4,No Discount,30.18,0.46,June,2,Thursday,2016,No
First Class,Consumer,San Francisco,California,94122,West,Office Supplies,Binders,50.784,2,0.2,17.7744,1,11-20%,40.6272,0.35,January,1,Saturday,2016,No
Second Class,Consumer,Houston,Texas,77095,Central,Technology,Accessories,26.176,2,0.2,-3.272,4,11-20%,20.9408,-0.125,October,4,Saturday,2017,No
Standard Class,Consumer,San Diego,California,92024,West,Technology,Phones,445.96,5,0.2,55.745,7,11-20%,356.768,0.125,August,3,Friday,2014,No
Second Class,Corporate,Houston,Texas,77041,Central,Office Supplies,Appliances,21.984,6,0.8,-56.0592,2,41-100%,4.3968,-2.55,October,4,Monday,2017,No
Standard Class,Consumer,Houston,Texas,77095,Central,Office Supplies,Art,23.616,9,0.2,2.6568,5,11-20%,18.8928,0.1125,November,4,Tuesday,2016,No
Standard Class,Corporate,Los Angeles,California,90008,West,Technology,Machines,506.28,3,0.2,177.198,5,11-20%,405.024,0.35,September,3,Sunday,2017,No
Standard Class,Consumer,Midland,Michigan,48640,Central,Office Supplies,Art,3.9,2,0.0,1.521,6,No Discount,3.9,0.39,November,4,Monday,2014,No
First Class,Home Office,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,3.168,2,0.2,-0.7128,2,11-20%,2.5344,-0.225,November,4,Sunday,2015,No
Standard Class,Corporate,Springfield,Oregon,97477,West,Furniture,Furnishings,409.216,8,0.2,61.3824,6,11-20%,327.3728,0.15,September,3,Tuesday,2017,No
Second Class,Corporate,Chicago,Illinois,60623,Central,Office Supplies,Fasteners,15.12,5,0.2,4.914,3,11-20%,12.096,0.325,January,1,Sunday,2017,No
Standard Class,Home Office,Jacksonville,Florida,32216,South,Furniture,Furnishings,30.768,2,0.2,8.0766,5,11-20%,24.6144,0.2625,March,1,Tuesday,2014,No
First Class,Consumer,New York City,New York,10011,East,Technology,Accessories,99.98,2,0.0,7.9984,1,No Discount,99.98,0.08,July,3,Wednesday,2014,No
Second Class,Consumer,New York City,New York,10035,East,Office Supplies,Binders,11.808,2,0.2,4.2804,2,11-20%,9.4464,0.3625,July,3,Monday,2015,No
Second Class,Consumer,Los Angeles,California,90008,West,Technology,Phones,135.984,2,0.2,16.998,2,11-20%,108.7872,0.125,December,4,Thursday,2015,No
Standard Class,Consumer,Los Angeles,California,90045,West,Technology,Phones,445.96,5,0.2,55.745,4,11-20%,356.768,0.125,February,1,Monday,2016,No
Standard Class,Home Office,Saint Charles,Illinois,60174,Central,Furniture,Furnishings,8.736,3,0.6,-4.8048,4,41-100%,3.4944,-0.55,December,4,Monday,2014,No
Standard Class,Consumer,New York City,New York,10035,East,Office Supplies,Paper,110.96,2,0.0,53.2608,6,No Discount,110.96,0.48,September,3,Thursday,2015,No
Standard Class,Corporate,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,368.97,3,0.0,40.5867,6,No Discount,368.97,0.11,March,1,Saturday,2017,No
Second Class,Home Office,Chico,California,95928,West,Furniture,Chairs,915.136,4,0.2,102.9528,5,11-20%,732.1088,0.1125,March,1,Friday,2015,No
Standard Class,Consumer,Rochester,Minnesota,55901,Central,Technology,Accessories,19.99,1,0.0,6.7966,7,No Discount,19.99,0.34,October,4,Thursday,2017,No
First Class,Home Office,Peoria,Arizona,85345,West,Furniture,Chairs,280.792,1,0.2,35.099,1,11-20%,224.6336,0.125,June,2,Sunday,2017,No
Same Day,Consumer,Pueblo,Colorado,81001,West,Office Supplies,Binders,11.088,7,0.7,-8.1312,0,41-100%,3.3264,-0.733333333,June,2,Saturday,2014,No
Standard Class,Corporate,Nashville,Tennessee,37211,South,Office Supplies,Appliances,81.568,2,0.2,7.1372,5,11-20%,65.2544,0.0875,September,3,Thursday,2017,No
Second Class,Consumer,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,47.952,3,0.2,16.1838,2,11-20%,38.3616,0.3375,October,4,Saturday,2017,No
Standard Class,Corporate,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,180.96,2,0.0,81.432,4,No Discount,180.96,0.45,May,2,Saturday,2017,No
Same Day,Home Office,Jonesboro,Arkansas,72401,South,Office Supplies,Binders,108.08,7,0.0,54.04,0,No Discount,108.08,0.5,June,2,Sunday,2017,No
Standard Class,Corporate,Hackensack,New Jersey,7601,East,Technology,Phones,197.97,3,0.0,57.4113,4,No Discount,197.97,0.29,July,3,Friday,2014,No
Standard Class,Consumer,Roseville,California,95661,West,Office Supplies,Fasteners,4.02,2,0.0,1.9698,6,No Discount,4.02,0.49,October,4,Thursday,2016,No
Standard Class,Corporate,Peoria,Illinois,61604,Central,Office Supplies,Binders,1.68,5,0.8,-2.688,4,41-100%,0.336,-1.6,December,4,Thursday,2017,No
Standard Class,Home Office,Virginia Beach,Virginia,23464,South,Office Supplies,Fasteners,3.76,2,0.0,1.316,7,No Discount,3.76,0.35,March,1,Sunday,2017,No
Same Day,Corporate,Franklin,Massachusetts,2038,East,Office Supplies,Storage,40.29,3,0.0,10.4754,0,No Discount,40.29,0.26,August,3,Sunday,2017,No
Standard Class,Home Office,Los Angeles,California,90004,West,Office Supplies,Labels,5.78,2,0.0,2.7166,5,No Discount,5.78,0.47,May,2,Tuesday,2014,No
Standard Class,Corporate,Denver,Colorado,80219,West,Furniture,Chairs,544.008,3,0.2,40.8006,6,11-20%,435.2064,0.075,July,3,Monday,2016,No
Standard Class,Consumer,Baltimore,Maryland,21215,East,Office Supplies,Art,8.22,3,0.0,2.2194,5,No Discount,8.22,0.27,December,4,Saturday,2015,No
First Class,Corporate,Chicago,Illinois,60623,Central,Office Supplies,Binders,9.264,3,0.8,-13.896,2,41-100%,1.8528,-1.5,December,4,Sunday,2014,No
Standard Class,Corporate,Edmonds,Washington,98026,West,Technology,Accessories,179.97,3,0.0,86.3856,4,No Discount,179.97,0.48,August,3,Sunday,2016,No
Standard Class,Corporate,Seattle,Washington,98105,West,Office Supplies,Paper,91.84,8,0.0,45.0016,7,No Discount,91.84,0.49,October,4,Sunday,2017,No
Standard Class,Corporate,Columbus,Ohio,43229,East,Office Supplies,Storage,44.672,8,0.2,-10.0512,5,11-20%,35.7376,-0.225,March,1,Monday,2014,No
Standard Class,Home Office,Lakewood,Ohio,44107,East,Office Supplies,Appliances,161.568,2,0.2,16.1568,4,11-20%,129.2544,0.1,October,4,Saturday,2017,No
Standard Class,Consumer,Seattle,Washington,98103,West,Office Supplies,Binders,137.24,5,0.2,46.3185,4,11-20%,109.792,0.3375,September,3,Wednesday,2014,No
Second Class,Corporate,Knoxville,Tennessee,37918,South,Furniture,Chairs,314.352,3,0.2,-35.3646,5,11-20%,251.4816,-0.1125,May,2,Friday,2017,No
Standard Class,Corporate,Newport News,Virginia,23602,South,Office Supplies,Art,2.84,1,0.0,0.8804,5,No Discount,2.84,0.31,October,4,Tuesday,2014,No
Second Class,Corporate,Apple Valley,California,92307,West,Furniture,Bookcases,1194.165,5,0.15,210.735,2,11-20%,1015.04025,0.176470588,July,3,Monday,2017,No
Standard Class,Corporate,Roseville,California,95661,West,Office Supplies,Labels,3.15,1,0.0,1.512,5,No Discount,3.15,0.48,July,3,Thursday,2016,No
Standard Class,Home Office,Philadelphia,Pennsylvania,19120,East,Office Supplies,Labels,10.08,2,0.2,3.276,6,11-20%,8.064,0.325,July,3,Thursday,2016,No
First Class,Corporate,San Francisco,California,94110,West,Technology,Phones,66.976,7,0.2,6.6976,2,11-20%,53.5808,0.1,December,4,Sunday,2016,No
Standard Class,Consumer,Aurora,Illinois,60505,Central,Technology,Phones,2003.168,4,0.2,250.396,7,11-20%,1602.5344,0.125,January,1,Monday,2017,No
Second Class,Corporate,Los Angeles,California,90004,West,Office Supplies,Storage,41.96,2,0.0,2.9372,2,No Discount,41.96,0.07,September,3,Saturday,2016,No
Standard Class,Consumer,Jackson,Mississippi,39212,South,Technology,Accessories,66.3,3,0.0,8.619,4,No Discount,66.3,0.13,December,4,Tuesday,2016,No
Standard Class,Consumer,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,70.08,6,0.0,35.04,5,No Discount,70.08,0.5,August,3,Thursday,2017,No
Standard Class,Consumer,Hamilton,Ohio,45011,East,Office Supplies,Art,7.408,2,0.2,1.2038,4,11-20%,5.9264,0.1625,March,1,Friday,2014,No
Second Class,Consumer,Kent,Ohio,44240,East,Office Supplies,Appliances,48.36,5,0.2,6.045,2,11-20%,38.688,0.125,December,4,Monday,2014,No
Standard Class,Corporate,San Francisco,California,94109,West,Technology,Accessories,239.97,3,0.0,86.3892,4,No Discount,239.97,0.36,October,4,Tuesday,2015,No
Second Class,Consumer,Georgetown,Kentucky,40324,South,Technology,Phones,699.98,2,0.0,195.9944,2,No Discount,699.98,0.28,December,4,Monday,2016,No
Second Class,Corporate,New York City,New York,10024,East,Office Supplies,Appliances,355.32,9,0.0,99.4896,5,No Discount,355.32,0.28,August,3,Thursday,2016,No
